Flow_Set,P_Set,T_Adj4_Set,Time,S1_Pres,S1_Temp,S1_Flow,S10_Flow,S6_Pres,Power,MA,UA,LMTD,Status
500,3.2,-114,17:55:45,3.2,35.95368045725746,12788.683968085732,500.0,14.835760798171933,212.82486712208572,4.482712644937919,61.98070429764036,11.505945943706855,OK
500,3.2,-115,17:55:47,3.2,36.207014690970254,12855.714581738159,500.0,14.739851173925198,213.3010859547312,4.210580723530164,64.38463417494076,11.182931975484564,OK
500,3.2,-116,17:55:49,3.2,36.55700371189181,12841.058841849173,500.0,14.737684524370495,213.05791897914892,3.8883098932857934,66.81441432216634,10.827203098307873,OK
500,3.2,-117,17:55:51,3.2,36.869982858575895,12827.981421294116,500.0,14.735727694443142,212.84093936373,3.569728793477637,69.47104940257294,10.462325222153023,OK
500,3.2,-118,17:55:53,3.2,37.19418142884473,12814.463528240527,500.0,14.733682476279226,212.61665146049307,3.2491368880702964,72.45324260844009,10.078771328995247,OK
500,3.2,-119,17:55:55,3.2,37.51572765846021,12801.084600025277,500.0,14.73163674661182,212.39466925179687,2.928159087739772,75.81172295155085,9.677275378614084,OK
500,3.2,-120,17:55:57,3.2,37.83807470112555,12787.700621789236,500.0,14.729569935686406,212.17260325352103,2.606365415878358,79.63892732300337,9.255040905197825,OK
500,3.3,-109,17:56:41,3.3000000000000003,32.91284661061536,13385.261648687047,500.0,15.27789848670909,222.2299172627016,2.352208656069422,50.061972189504196,14.394299233105173,OK
500,3.3,-110,17:56:43,3.3000000000000003,33.244220093157196,13385.261648687047,500.0,15.256487104913127,222.10468505316777,3.087276284495772,51.18761135571358,14.158745650526003,OK
500,3.4,-109,17:57:22,3.4,31.60970668903326,13878.357678825801,500.0,15.746241231518505,230.18113761785884,2.671831840306851,47.40120049433676,15.68776116146414,OK
500,3.4,-110,17:57:24,3.4,31.935977908588995,13878.357678825801,500.0,15.72372975504473,230.05282271170168,3.405984016561206,48.37074968857548,15.462175869849887,OK
500,3.5,-118,17:58:19,3.5,33.317964540931655,14196.203794112476,500.0,16.246166689671732,235.5423859534268,7.072243129217185,55.066716703602744,14.51991453597521,OK
500,3.5,-119,17:58:21,3.5,33.65695667248707,14180.371717442276,500.0,16.243866867350064,235.2796251730083,6.741004805530643,56.5695698037997,14.201599350034602,OK
500,3.5,-120,17:58:23,3.5,33.98892632043879,14164.89832006724,500.0,16.241593813299488,235.022850396801,6.40963830660381,58.17446416527135,13.875435781902903,OK
500,3.5,-121,17:58:25,3.5,34.321905993559994,14149.41254568688,500.0,16.239288357953424,234.7658663292807,6.07724300653242,59.89729313446132,13.540082149410049,OK
500,3.5,-122,17:58:27,3.5,34.65593554406507,14133.912728832207,500.0,16.236951102244785,234.5086454609761,5.74378429537208,61.747399555705066,13.196237485060593,OK
600,3.5,-107,18:03:51,3.5,36.69817287013154,14024.767032900523,600.0,16.23876346300216,232.8269532240827,1.465178206311606,72.2417872520412,10.625111062134623,OK
600,3.5,-108,18:03:52,3.5,37.01987682035633,14024.767032900523,600.0,16.21860015866994,232.70102099285282,2.204437120374166,74.82206446437637,10.317092194370138,OK
600,3.5,-109,18:03:54,3.5,37.33793299681639,14024.767032900523,600.0,16.198537488162444,232.57650766389258,2.944628336297029,77.82801456847004,9.974739742333227,OK
600,3.5,-110,18:03:56,3.5,37.656368698773576,14024.767032900523,600.0,16.178305433579858,232.4525116624447,2.820590674719355,81.30006225802691,9.60255163129743,OK
600,3.5,-111,18:03:57,3.5,37.97523140222029,14024.767032900523,600.0,16.157881216543004,232.32972829497868,2.5017165975072544,85.32066876295322,9.201379318816356,OK
600,3.5,-112,18:03:59,3.5,38.295053058557585,14024.767032900523,600.0,16.13692240057191,232.2087806856535,2.1818677425429485,90.03093087178503,8.768685062324927,OK
600,3.6,-107,18:04:37,3.6,35.32784310494884,14455.566281278168,600.0,16.786663248625032,240.27257439223916,1.9248345833299254,64.47931925560269,12.21794462290327,OK
600,3.6,-108,18:04:39,3.6,35.653155576596134,14455.566281278168,600.0,16.76583266751715,240.1459603605835,2.6636817306915646,66.33174130000927,11.944934241887037,OK
600,3.6,-109,18:04:40,3.6,35.97464763137663,14455.566281278168,600.0,16.745151101586814,240.01695158940592,3.4035765405712937,68.42901057729442,11.644928675112993,OK
600,3.6,-110,18:04:42,3.6,36.2964917621523,14455.566281278168,600.0,16.724335225154352,239.88692044779555,4.143953540476161,70.78053277476188,11.322041058220671,OK
600,3.6,-111,18:04:44,3.6,36.61873358306235,14455.566281278168,600.0,16.703364106580256,239.75651849691042,3.844107507619512,73.40921695031186,10.978402100426896,OK
600,3.6,-112,18:04:45,3.6,36.941416392553265,14455.566281278168,600.0,16.682215518526565,239.6264420985805,3.521416675741712,76.35248460943903,10.614697309535787,OK
600,3.6,-113,18:04:47,3.6,37.264585549192816,14455.566281278168,600.0,16.660865507145214,239.49743279167706,3.1982383113699484,79.66363368084119,10.230616543091273,OK
